dataset,subject,session,task,label,complete_multimodal,required_channels_available,analysis_eligible,primary_cohort,available_eeg_channel_count,missing_required_channels,eeg_path,channels_path,ecg_path,pupil_path,events_path
bbbd_experiment3,sub-02,ses-02,stim01,0,True,True,True,True,64,,sub-02/ses-02/eeg/sub-02_ses-02_task-stim01_eeg.bdf,sub-02/ses-02/eeg/sub-02_ses-02_task-stim01_channels.tsv,sub-02/ses-02/beh/sub-02_ses-02_task-stim01_recording-ecg_physio.tsv.gz,sub-02/ses-02/eyetrack/sub-02_ses-02_task-stim01_pupil_eyetrack.tsv.gz,sub-02/ses-02/eeg/sub-02_ses-02_task-stim01_events.tsv
bbbd_experiment3,sub-02,ses-02,stim02,0,True,True,True,True,64,,sub-02/ses-02/eeg/sub-02_ses-02_task-stim02_eeg.bdf,sub-02/ses-02/eeg/sub-02_ses-02_task-stim02_channels.tsv,sub-02/ses-02/beh/sub-02_ses-02_task-stim02_recording-ecg_physio.tsv.gz,sub-02/ses-02/eyetrack/sub-02_ses-02_task-stim02_pupil_eyetrack.tsv.gz,sub-02/ses-02/eeg/sub-02_ses-02_task-stim02_events.tsv
bbbd_experiment3,sub-02,ses-02,stim03,0,True,True,True,True,64,,sub-02/ses-02/eeg/sub-02_ses-02_task-stim03_eeg.bdf,sub-02/ses-02/eeg/sub-02_ses-02_task-stim03_channels.tsv,sub-02/ses-02/beh/sub-02_ses-02_task-stim03_recording-ecg_physio.tsv.gz,sub-02/ses-02/eyetrack/sub-02_ses-02_task-stim03_pupil_eyetrack.tsv.gz,sub-02/ses-02/eeg/sub-02_ses-02_task-stim03_events.tsv
bbbd_experiment3,sub-02,ses-02,stim04,0,True,True,True,True,64,,sub-02/ses-02/eeg/sub-02_ses-02_task-stim04_eeg.bdf,sub-02/ses-02/eeg/sub-02_ses-02_task-stim04_channels.tsv,sub-02/ses-02/beh/sub-02_ses-02_task-stim04_recording-ecg_physio.tsv.gz,sub-02/ses-02/eyetrack/sub-02_ses-02_task-stim04_pupil_eyetrack.tsv.gz,sub-02/ses-02/eeg/sub-02_ses-02_task-stim04_events.tsv
bbbd_experiment3,sub-02,ses-02,stim05,0,True,True,True,True,64,,sub-02/ses-02/eeg/sub-02_ses-02_task-stim05_eeg.bdf,sub-02/ses-02/eeg/sub-02_ses-02_task-stim05_channels.tsv,sub-02/ses-02/beh/sub-02_ses-02_task-stim05_recording-ecg_physio.tsv.gz,sub-02/ses-02/eyetrack/sub-02_ses-02_task-stim05_pupil_eyetrack.tsv.gz,sub-02/ses-02/eeg/sub-02_ses-02_task-stim05_events.tsv
bbbd_experiment3,sub-02,ses-02,stim06,0,True,True,True,True,64,,sub-02/ses-02/eeg/sub-02_ses-02_task-stim06_eeg.bdf,sub-02/ses-02/eeg/sub-02_ses-02_task-stim06_channels.tsv,sub-02/ses-02/beh/sub-02_ses-02_task-stim06_recording-ecg_physio.tsv.gz,sub-02/ses-02/eyetrack/sub-02_ses-02_task-stim06_pupil_eyetrack.tsv.gz,sub-02/ses-02/eeg/sub-02_ses-02_task-stim06_events.tsv
bbbd_experiment3,sub-03,ses-01,stim01,1,False,False,False,False,0,AF7;Fp1;Fpz;Fp2;AF8;O1;POz;O2,,,sub-03/ses-01/beh/sub-03_ses-01_task-stim01_recording-ecg_physio.tsv.gz,,
bbbd_experiment3,sub-03,ses-01,stim02,1,True,True,True,False,64,,sub-03/ses-01/eeg/sub-03_ses-01_task-stim02_eeg.bdf,sub-03/ses-01/eeg/sub-03_ses-01_task-stim02_channels.tsv,sub-03/ses-01/beh/sub-03_ses-01_task-stim02_recording-ecg_physio.tsv.gz,sub-03/ses-01/eyetrack/sub-03_ses-01_task-stim02_pupil_eyetrack.tsv.gz,sub-03/ses-01/eeg/sub-03_ses-01_task-stim02_events.tsv
bbbd_experiment3,sub-03,ses-01,stim03,1,True,True,True,False,64,,sub-03/ses-01/eeg/sub-03_ses-01_task-stim03_eeg.bdf,sub-03/ses-01/eeg/sub-03_ses-01_task-stim03_channels.tsv,sub-03/ses-01/beh/sub-03_ses-01_task-stim03_recording-ecg_physio.tsv.gz,sub-03/ses-01/eyetrack/sub-03_ses-01_task-stim03_pupil_eyetrack.tsv.gz,sub-03/ses-01/eeg/sub-03_ses-01_task-stim03_events.tsv
bbbd_experiment3,sub-03,ses-01,stim04,1,True,True,True,False,64,,sub-03/ses-01/eeg/sub-03_ses-01_task-stim04_eeg.bdf,sub-03/ses-01/eeg/sub-03_ses-01_task-stim04_channels.tsv,sub-03/ses-01/beh/sub-03_ses-01_task-stim04_recording-ecg_physio.tsv.gz,sub-03/ses-01/eyetrack/sub-03_ses-01_task-stim04_pupil_eyetrack.tsv.gz,sub-03/ses-01/eeg/sub-03_ses-01_task-stim04_events.tsv
bbbd_experiment3,sub-03,ses-01,stim05,1,True,True,True,False,64,,sub-03/ses-01/eeg/sub-03_ses-01_task-stim05_eeg.bdf,sub-03/ses-01/eeg/sub-03_ses-01_task-stim05_channels.tsv,sub-03/ses-01/beh/sub-03_ses-01_task-stim05_recording-ecg_physio.tsv.gz,sub-03/ses-01/eyetrack/sub-03_ses-01_task-stim05_pupil_eyetrack.tsv.gz,sub-03/ses-01/eeg/sub-03_ses-01_task-stim05_events.tsv
bbbd_experiment3,sub-03,ses-01,stim06,1,True,True,True,False,64,,sub-03/ses-01/eeg/sub-03_ses-01_task-stim06_eeg.bdf,sub-03/ses-01/eeg/sub-03_ses-01_task-stim06_channels.tsv,sub-03/ses-01/beh/sub-03_ses-01_task-stim06_recording-ecg_physio.tsv.gz,sub-03/ses-01/eyetrack/sub-03_ses-01_task-stim06_pupil_eyetrack.tsv.gz,sub-03/ses-01/eeg/sub-03_ses-01_task-stim06_events.tsv
bbbd_experiment3,sub-03,ses-02,stim01,0,True,True,True,False,64,,sub-03/ses-02/eeg/sub-03_ses-02_task-stim01_eeg.bdf,sub-03/ses-02/eeg/sub-03_ses-02_task-stim01_channels.tsv,sub-03/ses-02/beh/sub-03_ses-02_task-stim01_recording-ecg_physio.tsv.gz,sub-03/ses-02/eyetrack/sub-03_ses-02_task-stim01_pupil_eyetrack.tsv.gz,sub-03/ses-02/eeg/sub-03_ses-02_task-stim01_events.tsv
bbbd_experiment3,sub-03,ses-02,stim02,0,True,True,True,False,64,,sub-03/ses-02/eeg/sub-03_ses-02_task-stim02_eeg.bdf,sub-03/ses-02/eeg/sub-03_ses-02_task-stim02_channels.tsv,sub-03/ses-02/beh/sub-03_ses-02_task-stim02_recording-ecg_physio.tsv.gz,sub-03/ses-02/eyetrack/sub-03_ses-02_task-stim02_pupil_eyetrack.tsv.gz,sub-03/ses-02/eeg/sub-03_ses-02_task-stim02_events.tsv
bbbd_experiment3,sub-03,ses-02,stim03,0,True,True,True,False,64,,sub-03/ses-02/eeg/sub-03_ses-02_task-stim03_eeg.bdf,sub-03/ses-02/eeg/sub-03_ses-02_task-stim03_channels.tsv,sub-03/ses-02/beh/sub-03_ses-02_task-stim03_recording-ecg_physio.tsv.gz,sub-03/ses-02/eyetrack/sub-03_ses-02_task-stim03_pupil_eyetrack.tsv.gz,sub-03/ses-02/eeg/sub-03_ses-02_task-stim03_events.tsv
bbbd_experiment3,sub-03,ses-02,stim04,0,True,True,True,False,64,,sub-03/ses-02/eeg/sub-03_ses-02_task-stim04_eeg.bdf,sub-03/ses-02/eeg/sub-03_ses-02_task-stim04_channels.tsv,sub-03/ses-02/beh/sub-03_ses-02_task-stim04_recording-ecg_physio.tsv.gz,sub-03/ses-02/eyetrack/sub-03_ses-02_task-stim04_pupil_eyetrack.tsv.gz,sub-03/ses-02/eeg/sub-03_ses-02_task-stim04_events.tsv
bbbd_experiment3,sub-03,ses-02,stim05,0,True,True,True,False,64,,sub-03/ses-02/eeg/sub-03_ses-02_task-stim05_eeg.bdf,sub-03/ses-02/eeg/sub-03_ses-02_task-stim05_channels.tsv,sub-03/ses-02/beh/sub-03_ses-02_task-stim05_recording-ecg_physio.tsv.gz,sub-03/ses-02/eyetrack/sub-03_ses-02_task-stim05_pupil_eyetrack.tsv.gz,sub-03/ses-02/eeg/sub-03_ses-02_task-stim05_events.tsv
bbbd_experiment3,sub-04,ses-01,stim01,1,True,True,True,True,64,,sub-04/ses-01/eeg/sub-04_ses-01_task-stim01_eeg.bdf,sub-04/ses-01/eeg/sub-04_ses-01_task-stim01_channels.tsv,sub-04/ses-01/beh/sub-04_ses-01_task-stim01_recording-ecg_physio.tsv.gz,sub-04/ses-01/eyetrack/sub-04_ses-01_task-stim01_pupil_eyetrack.tsv.gz,sub-04/ses-01/eeg/sub-04_ses-01_task-stim01_events.tsv
bbbd_experiment3,sub-04,ses-01,stim02,1,True,True,True,True,64,,sub-04/ses-01/eeg/sub-04_ses-01_task-stim02_eeg.bdf,sub-04/ses-01/eeg/sub-04_ses-01_task-stim02_channels.tsv,sub-04/ses-01/beh/sub-04_ses-01_task-stim02_recording-ecg_physio.tsv.gz,sub-04/ses-01/eyetrack/sub-04_ses-01_task-stim02_pupil_eyetrack.tsv.gz,sub-04/ses-01/eeg/sub-04_ses-01_task-stim02_events.tsv
bbbd_experiment3,sub-04,ses-01,stim03,1,True,True,True,True,64,,sub-04/ses-01/eeg/sub-04_ses-01_task-stim03_eeg.bdf,sub-04/ses-01/eeg/sub-04_ses-01_task-stim03_channels.tsv,sub-04/ses-01/beh/sub-04_ses-01_task-stim03_recording-ecg_physio.tsv.gz,sub-04/ses-01/eyetrack/sub-04_ses-01_task-stim03_pupil_eyetrack.tsv.gz,sub-04/ses-01/eeg/sub-04_ses-01_task-stim03_events.tsv
bbbd_experiment3,sub-04,ses-01,stim04,1,True,True,True,True,64,,sub-04/ses-01/eeg/sub-04_ses-01_task-stim04_eeg.bdf,sub-04/ses-01/eeg/sub-04_ses-01_task-stim04_channels.tsv,sub-04/ses-01/beh/sub-04_ses-01_task-stim04_recording-ecg_physio.tsv.gz,sub-04/ses-01/eyetrack/sub-04_ses-01_task-stim04_pupil_eyetrack.tsv.gz,sub-04/ses-01/eeg/sub-04_ses-01_task-stim04_events.tsv
bbbd_experiment3,sub-04,ses-01,stim05,1,True,True,True,True,64,,sub-04/ses-01/eeg/sub-04_ses-01_task-stim05_eeg.bdf,sub-04/ses-01/eeg/sub-04_ses-01_task-stim05_channels.tsv,sub-04/ses-01/beh/sub-04_ses-01_task-stim05_recording-ecg_physio.tsv.gz,sub-04/ses-01/eyetrack/sub-04_ses-01_task-stim05_pupil_eyetrack.tsv.gz,sub-04/ses-01/eeg/sub-04_ses-01_task-stim05_events.tsv
bbbd_experiment3,sub-04,ses-01,stim06,1,True,True,True,True,64,,sub-04/ses-01/eeg/sub-04_ses-01_task-stim06_eeg.bdf,sub-04/ses-01/eeg/sub-04_ses-01_task-stim06_channels.tsv,sub-04/ses-01/beh/sub-04_ses-01_task-stim06_recording-ecg_physio.tsv.gz,sub-04/ses-01/eyetrack/sub-04_ses-01_task-stim06_pupil_eyetrack.tsv.gz,sub-04/ses-01/eeg/sub-04_ses-01_task-stim06_events.tsv
bbbd_experiment3,sub-04,ses-02,stim01,0,True,True,True,True,64,,sub-04/ses-02/eeg/sub-04_ses-02_task-stim01_eeg.bdf,sub-04/ses-02/eeg/sub-04_ses-02_task-stim01_channels.tsv,sub-04/ses-02/beh/sub-04_ses-02_task-stim01_recording-ecg_physio.tsv.gz,sub-04/ses-02/eyetrack/sub-04_ses-02_task-stim01_pupil_eyetrack.tsv.gz,sub-04/ses-02/eeg/sub-04_ses-02_task-stim01_events.tsv
bbbd_experiment3,sub-04,ses-02,stim02,0,True,True,True,True,64,,sub-04/ses-02/eeg/sub-04_ses-02_task-stim02_eeg.bdf,sub-04/ses-02/eeg/sub-04_ses-02_task-stim02_channels.tsv,sub-04/ses-02/beh/sub-04_ses-02_task-stim02_recording-ecg_physio.tsv.gz,sub-04/ses-02/eyetrack/sub-04_ses-02_task-stim02_pupil_eyetrack.tsv.gz,sub-04/ses-02/eeg/sub-04_ses-02_task-stim02_events.tsv
bbbd_experiment3,sub-04,ses-02,stim03,0,True,True,True,True,64,,sub-04/ses-02/eeg/sub-04_ses-02_task-stim03_eeg.bdf,sub-04/ses-02/eeg/sub-04_ses-02_task-stim03_channels.tsv,sub-04/ses-02/beh/sub-04_ses-02_task-stim03_recording-ecg_physio.tsv.gz,sub-04/ses-02/eyetrack/sub-04_ses-02_task-stim03_pupil_eyetrack.tsv.gz,sub-04/ses-02/eeg/sub-04_ses-02_task-stim03_events.tsv
bbbd_experiment3,sub-04,ses-02,stim04,0,True,True,True,True,64,,sub-04/ses-02/eeg/sub-04_ses-02_task-stim04_eeg.bdf,sub-04/ses-02/eeg/sub-04_ses-02_task-stim04_channels.tsv,sub-04/ses-02/beh/sub-04_ses-02_task-stim04_recording-ecg_physio.tsv.gz,sub-04/ses-02/eyetrack/sub-04_ses-02_task-stim04_pupil_eyetrack.tsv.gz,sub-04/ses-02/eeg/sub-04_ses-02_task-stim04_events.tsv
bbbd_experiment3,sub-04,ses-02,stim05,0,True,True,True,True,64,,sub-04/ses-02/eeg/sub-04_ses-02_task-stim05_eeg.bdf,sub-04/ses-02/eeg/sub-04_ses-02_task-stim05_channels.tsv,sub-04/ses-02/beh/sub-04_ses-02_task-stim05_recording-ecg_physio.tsv.gz,sub-04/ses-02/eyetrack/sub-04_ses-02_task-stim05_pupil_eyetrack.tsv.gz,sub-04/ses-02/eeg/sub-04_ses-02_task-stim05_events.tsv
bbbd_experiment3,sub-04,ses-02,stim06,0,True,True,True,True,64,,sub-04/ses-02/eeg/sub-04_ses-02_task-stim06_eeg.bdf,sub-04/ses-02/eeg/sub-04_ses-02_task-stim06_channels.tsv,sub-04/ses-02/beh/sub-04_ses-02_task-stim06_recording-ecg_physio.tsv.gz,sub-04/ses-02/eyetrack/sub-04_ses-02_task-stim06_pupil_eyetrack.tsv.gz,sub-04/ses-02/eeg/sub-04_ses-02_task-stim06_events.tsv
bbbd_experiment3,sub-05,ses-01,stim01,1,True,True,True,False,64,,sub-05/ses-01/eeg/sub-05_ses-01_task-stim01_eeg.bdf,sub-05/ses-01/eeg/sub-05_ses-01_task-stim01_channels.tsv,sub-05/ses-01/beh/sub-05_ses-01_task-stim01_recording-ecg_physio.tsv.gz,sub-05/ses-01/eyetrack/sub-05_ses-01_task-stim01_pupil_eyetrack.tsv.gz,sub-05/ses-01/eeg/sub-05_ses-01_task-stim01_events.tsv
bbbd_experiment3,sub-05,ses-01,stim02,1,True,True,True,False,64,,sub-05/ses-01/eeg/sub-05_ses-01_task-stim02_eeg.bdf,sub-05/ses-01/eeg/sub-05_ses-01_task-stim02_channels.tsv,sub-05/ses-01/beh/sub-05_ses-01_task-stim02_recording-ecg_physio.tsv.gz,sub-05/ses-01/eyetrack/sub-05_ses-01_task-stim02_pupil_eyetrack.tsv.gz,sub-05/ses-01/eeg/sub-05_ses-01_task-stim02_events.tsv
bbbd_experiment3,sub-05,ses-01,stim03,1,True,True,True,False,64,,sub-05/ses-01/eeg/sub-05_ses-01_task-stim03_eeg.bdf,sub-05/ses-01/eeg/sub-05_ses-01_task-stim03_channels.tsv,sub-05/ses-01/beh/sub-05_ses-01_task-stim03_recording-ecg_physio.tsv.gz,sub-05/ses-01/eyetrack/sub-05_ses-01_task-stim03_pupil_eyetrack.tsv.gz,sub-05/ses-01/eeg/sub-05_ses-01_task-stim03_events.tsv
bbbd_experiment3,sub-05,ses-01,stim05,1,True,True,True,False,64,,sub-05/ses-01/eeg/sub-05_ses-01_task-stim05_eeg.bdf,sub-05/ses-01/eeg/sub-05_ses-01_task-stim05_channels.tsv,sub-05/ses-01/beh/sub-05_ses-01_task-stim05_recording-ecg_physio.tsv.gz,sub-05/ses-01/eyetrack/sub-05_ses-01_task-stim05_pupil_eyetrack.tsv.gz,sub-05/ses-01/eeg/sub-05_ses-01_task-stim05_events.tsv
bbbd_experiment3,sub-05,ses-01,stim06,1,True,True,True,False,64,,sub-05/ses-01/eeg/sub-05_ses-01_task-stim06_eeg.bdf,sub-05/ses-01/eeg/sub-05_ses-01_task-stim06_channels.tsv,sub-05/ses-01/beh/sub-05_ses-01_task-stim06_recording-ecg_physio.tsv.gz,sub-05/ses-01/eyetrack/sub-05_ses-01_task-stim06_pupil_eyetrack.tsv.gz,sub-05/ses-01/eeg/sub-05_ses-01_task-stim06_events.tsv
bbbd_experiment3,sub-05,ses-02,stim01,0,True,True,True,False,64,,sub-05/ses-02/eeg/sub-05_ses-02_task-stim01_eeg.bdf,sub-05/ses-02/eeg/sub-05_ses-02_task-stim01_channels.tsv,sub-05/ses-02/beh/sub-05_ses-02_task-stim01_recording-ecg_physio.tsv.gz,sub-05/ses-02/eyetrack/sub-05_ses-02_task-stim01_pupil_eyetrack.tsv.gz,sub-05/ses-02/eeg/sub-05_ses-02_task-stim01_events.tsv
bbbd_experiment3,sub-05,ses-02,stim02,0,True,True,True,False,64,,sub-05/ses-02/eeg/sub-05_ses-02_task-stim02_eeg.bdf,sub-05/ses-02/eeg/sub-05_ses-02_task-stim02_channels.tsv,sub-05/ses-02/beh/sub-05_ses-02_task-stim02_recording-ecg_physio.tsv.gz,sub-05/ses-02/eyetrack/sub-05_ses-02_task-stim02_pupil_eyetrack.tsv.gz,sub-05/ses-02/eeg/sub-05_ses-02_task-stim02_events.tsv
bbbd_experiment3,sub-05,ses-02,stim04,0,True,True,True,False,64,,sub-05/ses-02/eeg/sub-05_ses-02_task-stim04_eeg.bdf,sub-05/ses-02/eeg/sub-05_ses-02_task-stim04_channels.tsv,sub-05/ses-02/beh/sub-05_ses-02_task-stim04_recording-ecg_physio.tsv.gz,sub-05/ses-02/eyetrack/sub-05_ses-02_task-stim04_pupil_eyetrack.tsv.gz,sub-05/ses-02/eeg/sub-05_ses-02_task-stim04_events.tsv
bbbd_experiment3,sub-05,ses-02,stim06,0,True,True,True,False,64,,sub-05/ses-02/eeg/sub-05_ses-02_task-stim06_eeg.bdf,sub-05/ses-02/eeg/sub-05_ses-02_task-stim06_channels.tsv,sub-05/ses-02/beh/sub-05_ses-02_task-stim06_recording-ecg_physio.tsv.gz,sub-05/ses-02/eyetrack/sub-05_ses-02_task-stim06_pupil_eyetrack.tsv.gz,sub-05/ses-02/eeg/sub-05_ses-02_task-stim06_events.tsv
bbbd_experiment3,sub-06,ses-01,stim01,1,True,True,True,True,64,,sub-06/ses-01/eeg/sub-06_ses-01_task-stim01_eeg.bdf,sub-06/ses-01/eeg/sub-06_ses-01_task-stim01_channels.tsv,sub-06/ses-01/beh/sub-06_ses-01_task-stim01_recording-ecg_physio.tsv.gz,sub-06/ses-01/eyetrack/sub-06_ses-01_task-stim01_pupil_eyetrack.tsv.gz,sub-06/ses-01/eeg/sub-06_ses-01_task-stim01_events.tsv
bbbd_experiment3,sub-06,ses-01,stim02,1,True,True,True,True,64,,sub-06/ses-01/eeg/sub-06_ses-01_task-stim02_eeg.bdf,sub-06/ses-01/eeg/sub-06_ses-01_task-stim02_channels.tsv,sub-06/ses-01/beh/sub-06_ses-01_task-stim02_recording-ecg_physio.tsv.gz,sub-06/ses-01/eyetrack/sub-06_ses-01_task-stim02_pupil_eyetrack.tsv.gz,sub-06/ses-01/eeg/sub-06_ses-01_task-stim02_events.tsv
bbbd_experiment3,sub-06,ses-01,stim03,1,True,True,True,True,64,,sub-06/ses-01/eeg/sub-06_ses-01_task-stim03_eeg.bdf,sub-06/ses-01/eeg/sub-06_ses-01_task-stim03_channels.tsv,sub-06/ses-01/beh/sub-06_ses-01_task-stim03_recording-ecg_physio.tsv.gz,sub-06/ses-01/eyetrack/sub-06_ses-01_task-stim03_pupil_eyetrack.tsv.gz,sub-06/ses-01/eeg/sub-06_ses-01_task-stim03_events.tsv
bbbd_experiment3,sub-06,ses-01,stim04,1,True,True,True,True,64,,sub-06/ses-01/eeg/sub-06_ses-01_task-stim04_eeg.bdf,sub-06/ses-01/eeg/sub-06_ses-01_task-stim04_channels.tsv,sub-06/ses-01/beh/sub-06_ses-01_task-stim04_recording-ecg_physio.tsv.gz,sub-06/ses-01/eyetrack/sub-06_ses-01_task-stim04_pupil_eyetrack.tsv.gz,sub-06/ses-01/eeg/sub-06_ses-01_task-stim04_events.tsv
